text,true_label,pred_label
connexion impossible avec mon compte encore mieux carrémment il n'existe pas c'est pénible je souhaite accéder à mes nouveaux devis car je souhaite changer de garanties et surtout une grosse incompétence au niveau des employés j'ai téléphoné pour m'assurer du remboursement d'un médicament non remboursé par la ss la personne m'affirme qu'il est inutile d'envoyer la facture c'est non je relis mon contrat et j'envoie malgré tout la facture le médicament m' a été remboursé je précise que mon contrat prévoit 70 euros de remboursements pour certaines médications la personne qui répond a bien notre contrat sous les yeux c'est malhonnète c'est bien dommage et ça donne à réfléchir est ce que je vais rester chez ag2r,neutral,negative
dans le cadre de la succession d'une proche malgré un courrier recommandé adressé à swisslife par le notaire accompagné des pièces requises acte de notoriété acte de décès et 4 mails de ma part à l'adresse donnée par les modérateurs swisslife disant d'écrire sur ce site à servicecnr swisslife fr je n'ai aucune réponse j'ai ecrit un nouveau mail ce jour indiquant qu'il ne me reste plus qu'à saisir l'acpr pour que les choses avancent il m'est impossible de me connecter sur l'autre site évoqué par les modérateurs swisslife ici puisque cela renvoie à un site client et que je ne le suis pas directement cela est vraiment dommage de devoir en arriver l'un pour une enseigne que je pensais efficace le décès date de 3 ans et demi,neutral,negative
conseiller à l'écoute qui a pris le temps de répondre à toutes mes questions grande disponibilité pour convenir d'un rendez-vous je recommande à mon entourage,neutral,positive
bonjour suite à une erreur selon ma mère la conseillère erika qui nous a prit en charge suite à notre appel c'est parfaitement bien occuper de nous compréhensive sympathique audible aimable et de bon conseil on la souhaite que le meilleur bon courage pour la suite que dieu vous garde,neutral,positive
étant déjà client pour un autre véhicule je ne comprends pas pourquoi je dois m'embêter à retaper toutes mes infos pour ajouter un deuxième contrat d'assurance cela devrait être beaucoup plus simple que cela faites remonter l'information s'il vous plaît,neutral,negative
les tarifs sont top mais dès que vous avez des sinistres la maaf résilie votre contrat je suis dans ce cas en ce moment,neutral,positive
client depuis de 25 ans avec 2 assurances voiture 1 assurance habitation 1 assurance accidents et famille et n'ayant declaré que 2 trés legers accidents voiture depuis 10 ans personne qui accroche votre vehicule en sortant du parking sans laisser d'adresse jamais ils n'ont eu un geste commercial sur l'une des cotisations dur dur,neutral,negative
reçu de la part de sami des réponses exactes à mes demandes suite à une relation houleuse avec samassur ce conseiller m'a écouté et informé ce que j'attendais depuis février 2019 malgré tous les courriers,neutral,negative
accueil téléphonique chaleureux conseillers très aimables mais lenteur dans les remboursements et hausse annuelle très excessive il faut donc impérativement penser à renégocier son tarif d'adhésion chaque année civile,negative,positive
je suis satisfait du service mais je suis pas trop content de l'augmentation de mon autre contrat pars que j'ai eu un enfant je ne trouve pas celà trop normal mais bon pas trop le choix,neutral,positive
souscription aisé évidemment tarifs excessifs pour les garanties proposées le paiements des trois premières échéances est absurde malheureusement très peu de concurrence espérons les mêmes exigences en retour,negative,positive
santévet respecte le contrat ils ne rechignent jamais à rembourser remboursement très rapide en 48 et 96h je recommande,positive,negative
assurée depuis 4 ans à la mutuelle des motards j'ai eu un accident non responsable le 12 mai dernier je ne suis toujours pas rembourser des 1800 de facture du garage ils n'ont pas voulu avancé les frais ils ne sont jamais joignable et les seules fois ou j'arrive à avoir quelqu'un au téléphone elle me prend de haut donc niveau prix très élevés disponibilité des agents jamais joignable qualité d'intervention déjà 4 mois toujours pas remboursé,neutral,negative
je change d'assurance car je souhaite pouvoir me déplacer et discuter de vive voie avec mon assureur j'ai donc choisi une agence à proximité de chez moi dans mon village de pernes les fontaines,neutral,negative
bonjour j'aurai aimé avoir des nouvelles concernant mon accident du 20 05 2021 suivre ou avoir des nouvelles sur un sinistre est très difficile voir impossible je cherche une autre assurance,neutral,negative
decu que la fidelite ne soit pas recompensee il est preferable de quitter direct assurance et se reinscrire pour beneficier de tarifs avantageux ceci m a meme ete confirme par le conseiller de direct assurance,negative,positive
les tarifs sont très élevés et le service rendu est déplorable impossible de les joindre quand on a besoin de mettre en œuvre le contrat d'assurance souscrit malgré des courriers de multiples appels des messages laissés sur le répondeur lorsque par miracle on réussit à les joindre ils font délibérément trainer et demandent une multitude de pièces justificatives dans le seul but de retarder le versement des prestations dues j'ai dû saisir le médiateur de l'assurance pour obtenir gain de cause,neutral,negative
après difficulté de remboursement l4interlocuteur de santiane a résolut le problème rapidement,negative,positive
bonjour mr couchet dossier 247024 j'ai eu un devis que j'ai accepté et depuis 6 semaines j'essais de fournir les nombreuses pièces demandée il en manque toujours une les 30 jours sont passés il me redemande de payer ils ont tous les documents mais envois pas le certificat définitif on est obliger d'appeler un numéro surtaxé j'explique mon problem ils nous font attendre minimum 4 minutes et me dise qu'ils vont me rappeler ce qu'il ne font jamais j'en suis a me demander si je me fait pas avoir,neutral,negative
je trouve tout de même le tarif tous risques assez cher même après 10 ans d'ancienneté sans sinistres les conseillers par contre sont plaisants sauf bien sûr lorsqu'en agence celle de verdun 55 en l'occurrence la conseillère fait passer un client '' ami'' devant les autres clients ce n'est pas très redpecteux,neutral,negative
on n'est jamais satisfait des pris on aimerai qu'ils soient encore plus bas mais le service est très bien l'accueil agréable site internet facile d'utilisation,neutral,positive
nouveau client chez l'olivier je suis très déçu du suivi de dossier en cas de sinistre pas de chance au bout de 3 jours de contrat une voiture m'accroche le pare choc et l'abime je suis leur procédure envoi du constat sur mon compte et sur un mail spécial sinistre cela fait 2 semaines et pas de nouvelles impossible de les joindre bpar téléphone je crois que ça va mal finir pour eux je comprends les avis très défavorable,neutral,negative
à voir dans le temps si l'olivier assurance est un bonne ou movaise assurance un retour de ma part sera fait après quelque moi d'assurance chez eux positif ou negatif,neutral,positive
contact télephonique très decevant personne peu aimable de bon matin avait très peu de patience apparement probleme non resolu avec une personne qui sembalit agacé par ma demande,neutral,positive
j'ai nouvellement souscrit chez vous et je suis très surpris de la difference de prix entre le devis et la souscription lors de l'achat du véhicule cette augmentation n'est en rien justifiée et votre suggestion de souscrire avant d'acheter est incohérente et stupide pourquoi prendre un service et payer avant d'aquerire pourquoi assurer un bien qui ne nous appartient pas vous les assureurs vous trouvez toujours une astuce pour prendre plus et donner moins nous verrons à l'usage si nous avons fait qdmm le bon choix en allant chez vous,neutral,negative
assez satisfaite dans l'ensemble devis rapide et facile à valider la signature électronique permet une grande souplesse dans les démarches bonne première démarche,neutral,positive
bonjour je suis chez harmonie mutuelle sur l agence de clermont fd tres bon accueil à l agence et personnel tres agréable mais sur un remboursement de taxi en sortie d hopital je n ai pas été remboursé la mutuelle me dit que l argent a été donné au taxi en direct mais oui il faut bien le payer et malgré les papiers renvoyés et bien zéro remboursement quand je paie le docteur c est en direct et pas à crédit dommage,neutral,negative
avez vous uyne assistance juridique qui prenne bien la défense de son assuré 2 faites vous un prêt de véhicule en cas de accident entre 2 véhicules et surtout incident mécanique de la voiture j'ai eu la triste expérience avec l'un de vos concurrents l'expert qui a abondé dans le sens de psa et ensuite pas de prêt de véhicule qu'il a fallu louer à 30 par jour et payer la réparation d'une voiture de moins de 2 ans et 18000kms et de plus me dire que je ne savais pas conduire après avoir été commercial pendant 40 ans avec 45000kms par an ou bien que je laissais mon pied en permanence sur l'embrayage qui était mort complètement voila mon critère pour changer d'assurance aimetegdur gmail com,neutral,negative
excellent contact avec alicia qui m'a parfaitement expliqué la situation de mon contrat merci pour cette agréable entretien,neutral,positive
on verra au quotidien je viens juste de vous rejoindre la souscription est assez simple mais si vous voulez vous améliorer je vous conseille de travailler encore sur la simplicité de souscription,neutral,positive
service rapide facile manque de visbilite sur certaines informations à fournir manque d'un service client type chat en ligne pour conseiller lors de la souscription,neutral,positive
j'ai été reçu par widad qui m'a bien renseigné sur ma demande l'entretien a été court constructif et efficace j'attends donc ma carte définitive de mutuelle qui devrait arriver prochainement,positive,negative
peu satisfaite pour un problème de prélèvement pas de nouvelle présentation ce qui n'est pas commercial pour moi ou du moins prévenir l'assurer avant,negative,positive
lorsque l'on désire un renseignement on a un robot à qui parler et il ne comprend rien de plus les garanties ont baissé en 2021 en 2020 on avait droit à 3 consultations d'ostéopatie et cette année à seulement 85 personne alors qu'une séance est 55 les mutuelles d'entreprises vont souvent vers le bas en remboursement à méditer,neutral,negative
article l 113-15-1 du code des assurances ainsi que le code de la mutualité article 221-10 et contacter le site demanderjustice com site pas cher du tout ils préparent un courrier recommandé et une assignation cegema craignant le tribunal leur position ne tient pas ils vous envoient le certificat de radiation seule façon de les obliger à appliquer la loi,neutral,negative
simple pratique et rapide personne sympathique et agréable au téléphone application facile d'utilisation,neutral,positive
globalement satisfait jusque là sachant que je viens juste de souscrire c'est au moment où j'aurai un soucis que je pourrai donner un avis sur le service,neutral,positive
beaucoup trop d'inertie contrat effectif depuis fin juillet et toujours pas de code d'accès malgré les réclamations le contrat est revenu par courrier au bout d'un mois,neutral,negative
les prix sont convenables mais je n'ai que l'assurance habitation pour l'instant donc mon avis n'est pas forcément à l'échelle de la réalité je pense que pour un t1 bis en périphérie d'une petite ville pour un étudiant 119 reste cher mais je ne me plains pas car il y a certainement plus cher,neutral,positive
trop cher maintenant pour mon premier contrat contrat les prix étaient attractifs mais malgré un bonus en hausse mes cotisations explosent un peu plus tous les ans,neutral,negative
le code promo multidays ne fonctionne pas merci de me rappeler pour activer le code promo en sachant que je suis déjà cliente chez vous pour l'assurance habitation,neutral,negative
content du service seule lacune le manque de connaissances de la part des conseillers sur les prestations des différents contrats proposés il reste à uniformiser la compétence techniques des différents conseillers,neutral,positive
je suis satisfaite du produit et du tarif l inscription est facile et rapide en le réalisant sur internet les choix sont intéressants et conviennent à toutes les bourses,neutral,positive
les frais sont cher 118 euros et chaque année ca augmente du coup je resterais que un an si ça augmente car je ne comprend pas que le contrat augmente sans sinistre,neutral,negative
personnel de mon agence local efficace témoignage objectif assuré à la mutuelle des motards acheté un 3008 hybrid de 200 cv devis à 1100 à la mutuelle des motards alors de 50 de bonus axa me propose 400 pour les même garanties a peine assuré pare brise changé prise en charge rapide et efficace sans franchise une offre axa proposait 70 de remboursé pour 2 contrats malgré une close en tout petit indiquant que l'offre était valide si aucun sinistre depuis une année n'avait eu lieu mon agence locale m'a envoyé un chèque du montant en m'expliquant qu'il prenait à leur charge car il n'avait pas vu cette close donc client content en général seuls les personnes mécontentes donnent des avis un autre jour besoin d'un transfer d'assurance sur une voiture de prêt j'ai envoyé une photo de la carte grise par mail depuis mon smartphone dans les 30 mn un mai me confirmait le transfert voici donc un avis positif,positive,negative
je suis satisfait du service pour autant je trouve onéreux le montant de la cotisation d'assurance pour mon véhicule ford maverick de 1996 qui est au tiers et ne roule que sur des petits trajets cordialement,neutral,positive
