text,true_label,pred_label
je suis satisfaite du service et des prix j'arrive à joindre des conseillers le site est pratique merci pour votre accueil à chaque fois mais j'aimerais bien avoir une remise comme j'ai plusieurs types de contrat avec vous,5,4
je suis très satisfait et je trouve que c'est très simple simple d'utilisation le prix est très intéressant entièrement satisfait de la facilité avec laquelle on peut s'assurer aussi vite,5,4
tres rapide et efficace et tres compréhensif renseignement par tel tres efficace aussi je recommanderai a mon entourage par contre dans faire suivre document j'ai pas vu l'explication,5,4
je ne suis pas satisfait de la gestion des sinistres c'est n'importe quoi j'envoie des mails et personnes ne prend la peine de répondre 1 mois que ça traine et obligé d'avancer les frais de réparation alors qu'on est pas responsable on se demande pourquoi on vous paye,2,1
plus de 6 mois que essaye de contacter cette assurance au sujet de mon crédit car je suis en invalidité mais pour les prélèvements sa ils mette pas 6 mois scandaleux je déconseille cette assurance ainsi que pour la voiture et appartement car je suis assurée chez eux que je vais m'y enlever,1,2
- je vous ai contacté pour une demande d'assurance pour un nouveau véhicule à la suite d'une longue discussion de 45 minutes sur le site de marseille par l'intermédiaire de mr b olivier je me suis vu refusé un accès à l'assurance de mon véhicule nous sommes assurés chez vous depuis au moins 21 années je ne compte pas avant cette personne n'a pas voulu discuter ou essayé de comprendre ma demande d'assurance de véhicule la seule possibilité était par la négation je pense qu'un peu de dialogue aurait été bénéfique pour tout le monde je n'ai d'ailleurs pas essayé de chercher à aller plus loin dans la conversation car cela n'était plus possible cependant cette personne a bloqué mon compte internet sans aucune concertation ni aucunes informations de sa part - concernant la hausse tarifaire professionnelle sur un nouveau véhicule nous n'avons pas reçu d'information concernant cela - j'ai bien regardé sur le document d'information évolution tarifaire 2021 et à aucun moment il est fait allusion de l'évolution tarifaire professionnelle - cela est un manque d'information inqualifiable d'autre part j'ai fait une demande de document sur le site internet maif concernant une copie d'attestation carte verte cela s'est reproduit deux fois et encore à ce jour j'attends toujours ce papier pour suivre je ne crois pas que tout cela vaille encore l'intérêt de faire croire à ce que l'ensemble des sociétaires soient égalitaires,1,2
c'était parfait merci très pro accueil téléphonique au top tarif intéressant je recommande j'espère en cas de sinistre que cela sera identique car c'est à ce moment là que l'on reconnait une bonne assurance,5,4
j'ai eu un accident la semaine dernière et ai été opérée j'ai contacté ma mutuelle génération cette semaine ils ont fait immédiatement le nécessaire pour prise en charge car je suis immobilisée l'aide arrive dès la semaine prochaine,4,2
notre véhicule a été volé devant notre domicile le 21 avril 2018 9 semaines sur le trottoir aucun bris glace constaté les 2 clefs n'ont pas été volé et l'assurance tarde à nous payé 25000 suivant facture d'achat car véhicule ressent acheté il y a moins de 1 an nous avons remis dans les temps l'ensemble des documents permettant à l'assurance de nous éditer une proposition d'indemnisation nous l'avons reçu 30 jours après et signé dans la foulée le 25 mai voir pj la carte grise le cerfa 15776 01 rempli et signé ainsi que les 2 clefs ont été remis à notre agence le 25 mai depuis ce jour 695 en accessoires nous ont été payés le 30 mai et depuis plus aucun échange de la part de la matmut aucun courrier mail et appel téléphonique et suivi sur notre espace personnel la seule information que nous avons eu par téléphone est que notre dossier affiche informatiquement une anomalie le 4 juin et depuis pas de nouvelle il est important en tant que client d'être mis au courant sur le déroulement du dossier même s'il prend du retard le plus frustrant et stressant c'est l'absence d'informations on nous promet un courrier qui n'arrive jamais aucun conseiller local lille ou situé au siège de rouen ne se manifeste nous sommes désemparés nous ne dormons plus je suis obligé de me déplacer en train en métro ou même faire des km en trottinette pour aller travailler même un courrier en ar ne les stimule de plus nous nous sommes engagés pour l'acquisition de notre prochaine voiture et devons justifié auprès du garage chaque semaine sur l'absence de virement bancaire un vrai sentiment d'injustice,2,1
enfin j'ai réussi à signer je suis satisfait de votre service toujours bien informer et vous êtes joignable assez vite je vous recommanderais a mon entourage merci,3,4
je ne recommande pas cette assurance notre vehicule a ete vole et ils nous ont fait trainer 3 mois tout ca pour ne pas nous rembourser tres mauvaise gestion jamais la meme personne au telephone,3,2
horrible je travaille chez lidl et j'ai aucun remboursement mais il mon prélevée 100 mais toujours aucun remboursement en 4 mois d'attente et je ne peux pas partir de la bah sauf si je quitte mon travaille,1,2
on est qu au début et mal heureusement j ai eu une très mauvaise expérience car vous m avez pas remboursé un par brise ou j ai avancé l argent malgré que je sois assurée pour cela c etait april baie mahaut avec la voiture de mme lubin mandy,4,2
je suis chez april avec l'assurance expatrié ainsi que plusieurs collègues d'une même entreprise depuis maintenant 1 5 ans nous sommes plusieurs déçus voir révoltés par leurs pratiques mauvais calculs de leur part et négociation compliquée et chronophage pour le remboursement des sommes dues temps de réponse long voir réponse inexistante de leur part récemment 450 de remboursements m'ont été refusés pour des frais dermatologiques attention de bien lire les clauses des contrats dans le détail les informations sont biaisés sur leurs documents de garanties n'indiquant pas la liste incroyable des exceptions de garanties,1,2
je viens de recevoir l accord sur le devis dentaire après un entretien téléphonique avec mariama en effet la demande avait été faite par mail et je trouve dommage que l on doit téléphoner car les infos de suivent pas,4,2
je suis satisfaite du prix de la facilité d'inscription du délai et de la rapidité d'avoir un devis les mails je recommanderai facilement l'olivier,3,4
très bonne conseillère sympathique et professionnelle elle a su résoudre toutes mes doutes problèmes très satisfait du service client,3,4
je suis satisfait concernant le tarif et les garanties offertes pour ce véhicule d'autant plus que vous assurez la charge des formalités de résiliement de mon contrat actuel à la maif,4,5
dommage qu'on soit balade de personne à personne avec des discutions contradictoire résultat je résilié tous mes contrats ils sont pas dans l'humain pendant covid et maladie on devait trouvé un arrangement une fois oui on vous rappelle jamais rappeler on me supprime la mensualité sans préavis ah si courrier bien après au bout du fil une incompetant,1,2
generali ne repond pas aux mails ni aux recommandés concernant le paiement d'une assurance vie,1,2
accident en belgique 700métres de la frontière française appel à 10h15 j'ai eu 5 intervenants ils me disent on vous prend en charge 12h je rappel encore pour faire évacuer la voiture 3 intervenants 13h rappel heureusement qui avait pas de corporel la direct assurance pas à la hauteur 13h40 arrive enfin le plateau,3,1
suite a mon appel téléphonique l'assureur éméline a bien répondu a mes questions que je lui est posé en plus agréable accueil et sympathique lors de mon appel merci,5,4
je suis satisfait du prix pour les prestations proposées facilité pour souscrire via internet j'avais déjà été assurée par april moto et j'en étais content,5,4
très bien rapide efficace bonne compréhension clair je suis satisfait je vais peut être assurer ma deuxième moto si prix compétitif a voir selon étude de devis,2,4
bonjour je suis très mécontente du contrat obsèques contracté par ma mère il y a plus de 10 ans elle avait fait ce choix pensant nous éviter le paiement de ses obsèques elle est décédée au mois d août et bien que le contrat mentionne un versement dans les 48h nous nous retrouvons dans une impasse au mois de juin apres nous avoir réclamé des documents différents à chacun de nos appels et après avoir fourni chacun d'eux par mail et courrier recommandé aujourd'hui le service client nous confirme depuis deux mois et demi que toutes les pièces sont rassemblées et qu ils ne comprennent pas pourquoi le service financier ne verse pas la somme or ce service n'est joignable que par mail et reste sans réponse que penser de telles pratiques devons nous nous déplacer pour rencontrer nos interlocuteurs qui abusent de la confiance des personnes agées prévoyantes devons nous engager une action auprès des associations de consommateurs,1,2
suite à un changement de véhicule principale le service client a étais très clair et réactif concernant les démarches à suivre sa étais rapide contrairement a d'autre assurance jamais eu de souci sur les devis ni de souci sur un dépannage ni de souci sur les prélèvement serte beaucoup de gens vont dire que c'est une assurance internet mais franchement je préfère payer 56 mois pour ma 1200 bandit de 1998 que 150 chez d'autre mutuel mieux connu arrêter de payer chère pour rien,5,3
je suis très satisfaite des services une équipe a l'écoute et disponible je recommande la gmf en assurance au niveau des tarifs ils sont abordable et s'adapte en fonction de vos besoins,4,5
bon courage pour quitter cette mutuelle il manque toujours quelque chose et fond traîner le plus longtemps pour continuer à prélever votre compte,1,2
bonjour je suis totalement désespérée de l'attitude de metlife je suis très mécontente je ne donne même pas une étoilé à cette assurance c'est le pire assureur connu dans ma vie c'est catastrophique c'est absolument impossible à joindre je suis assuré depuis le 5 avril 2019 mais ma banque n'avait pas encore accepté le changement d'assurance j'ai eu une réponse positive à partir du 5 décembre 2019 lettre que j'ai reçu le 25 novembre j'ai envoyé tous les documents le 27 novembre pour demander l'avenant de mon contrat avec le début du contrat le 5 décembre et aussi en demandant le remboursement de primes payé du 5 mai au 5 novembre je n'ai pas eu du tout de réponse j'ai relancé plusieurs fois le mail a dip metlife fr même de plusieurs adresses mail finalement j'ai eu une réponse que le 12 mai 2020 6 mois apres avec mon avenant de contrat qui commençait le 5 décembre et j'ai reçu un mail en disant que je serai remboursée le total que j'ai payé en plus du 5 mai au 5 novembre mais ils m'ont remboursé un 30 de ce que le mail disait j'ai envoie un mail pour demander pourquoi je n'ai pas reçu la somme totale et bien évidement pas du tout de réponse en plus pendant le confinement ma banque m'a demandé une lettre d'accord de la part de l'assurance pour reporter la mensualité de mon crédit vu que j'étais en chômage partiel j'ai envoyé un mail a dip metlife fr et aussi a gestion sinistre metlife fr et encore sans réponse dans le moment que j'avais besoin de l'assurance que je paie tous les mois et je n'ai pas réussi faire reporter mes mensualités je me demande pourquoi je dois continuer payer une assurance qui n'est pas là dans le moment que j'ai besoin ça sert a quoi avoir cette assurance je regrette infiniment avoir changer l'assurance a part que je ne récupère pas mon argent je ne compte pas avec les bénéfices d'avoir une assurance dans le cas je ne peux pas payer mon crédit si je pouvais ne pas mettre d'étoiles je n'en aurais pas mis un seule c'est n'importe quoi cette assurance j'ai eu une expérience désastreuse,1,2
bonjour premières impressions satisfaite rapide interlocuteur aimable pas d'attente téléphonique ou très peu satisfaction aussi au niveau des tarifs cordialement,5,4
je suis très satisfait d'une façon générale le rapport qualité-prix la réactivité et l'amabilité des conseillés en ce qui me concerne tout se fait automatiquement ma mutuelle est rattachée à ma carte vitale et je n'ai rien à envoyer les services sont très satisfaisants,4,5
je suis très satisfait de l'olivier assurance les prix sont convenables et le véhicule est très bien couvert je recommande vraiment cette assurance,4,5
après obtention par la conseillère d'une soi-disant dérogation je décide de signer et la mon bonus disparait comme par magie et dès qu'on appelle on tombe sur des gens arrogants qui vous disent que c'est normal bref je décide alors de résilier cette assurance sans engagement tant pis pour la perte de 30 euros des frais de résiliation et je fais comme demandé au téléphone par les conseillersn un simple mail suffit et bien non au bout de plus de 5 jours on me dit de faire un recommandé une vingtaine d'euros de frais d'inscription 30 euros de résiliation le cout du recommandé tout ça suite au mensonge d'une conseillère dont le seul but est de vous faire signer avec euro assurance bienvenue dans la galère,3,1
simple et pratique je suis satisfait j'aimerai juste une petite ristourne de temps en temps en tout cas votre réactivité est exemplaire bravo je vous recommande,5,4
les prix sont imbattables j'ai fait des devis auprès de plusieurs assurances et vous étiez les moins cher du coup je n'ai pas hésité en plus direct assurance s'occupe de la résiliation de mon contrat,5,4
chez eux depuis plus de 3 ans jamais aucun sinistre le jour où j'ai eu un bris de glace et que j'ai réparé dans un garage a côté on m'a envoyé le chèque de remboursement qui n'est jamais arrivé après avoir appelé à plusieurs reprises et envoyé des mails depuis plus de 3 mois on n'hésite pas à m'envoyer balader deux fois de suite j'appelle le service client et ils me disent que la procédure va prendre 10min je vous propose de vous rappeler dans 10 min ehh bin ils ne rappellent pas lamentable fuiiire,2,1
service client performant emballe et à l'écoute le prix est attractif avec un niveau de garantie très satisfaisant 40 moins cher que mon assurance précédente avec le même niveau de couverture,5,4
je suis satisfait du prix oui c'est pas cher mais pas de l'espèce perso il voulait pas marché sur mon ordinateur et en plus il manque une application,3,4
je trouve la baisse annuelle en fonction de gain de bonus supplémentaire dérisoire au titre que cela est selon les sinistres enregistrés dans l'année passée concernant le dprt 37 alors qu'en plus nous étions en confinement et que les français ont beaucoup moins roulés et par la même ont eu moins d'accident,3,2
ce n'est pas la meilleure concernant le montant des remboursements mais cependant ils sont très réactif et toujours disponible,3,4
très bien cout appréciable les e-mails de rappel communication très agréable siite web facile d'utilisation toujours quelqu'un pour répondre rapidement à nos questions,5,4
je suis satisfaite de l'accueil téléphonique effectué ce jour des garanties proposées par mon interlocutrice des tarifs et des garanties offertes,4,5
ahurissant,1,3
je suis insatisfaite de la qualité de service que vous accordez au traitement de mon dossier je dois moi-même relancer pour être informé du suivi de mon dossier vous êtes injoignable on a raccroché directement alors que nous étions en appel et que vous m'avez demandé de patienter c'est vraiment pas ce que l'on attend d'une société d'assurance surtout lorsqu'on est victime d'un sinistre,1,2
souscription simple et modalités bien expliquées le contact téléphonique a été très courtois mon interlocutrice a pris tout le temps nécessaire pour m'aider à souscrire,5,4
je suis satisfait les tarifs et services proposés restent corrects même si ça reste toujours trop cher pour un véhicule qui parcours moins de 5000km par an,3,4
refus de prévoyance tns pour obésité même si c'est légal humainement ça dit tout de cet assureur ce genre de discrimination me fait vomir cette assurance est a fuir,3,1
les prix de l'assurance voiture chez l'olivier sont très competitifs par rapport à d'autres assurances du marché et le systéme de parrainage est avantageux,5,4
je suis satisfait des prix et du service merci le site internet est clair et simple j'espère que pour le futur cela restera toujours aussi simple et compétitif merci et bonne continuation,4,5
en tête de liste des comparateurs d assurance bon compromis pour un véhicule ballade occasionelle sans limitions kilométriques a voir dans le temps s'il y'a des offres promotionnelles pour le basculement de mes autres moto,5,4
gwendal a répondu à rapidement à mes questions cet réponse on été très clair et satifesance et esplication clair et précis jai été bien informé et dirigeril et poli au téléphone et agréable,3,5
pour l'instant je suis satisfait il y a un service clientèle que l'on comprend et qui répond la déclaration d'assurance par internet est pratique et facile d'emploi,5,4
dans l'ensemble je suis satisfait de la couverture et des prix pratiqués par cet organisme de mutuelle prévoyance service client à l'écoute et rapidement joignable,4,5
bon prix,2,4
satisfaction rapport qualité prix rapidité facilité de paiement et souscription très bonne qualité prix compétitifs souscription rapide et rapide,5,4
aucun souci avec l'un de leur partenaire pour un bris de glace,5,3
méfiez vous de cette assurance qui est comme une toile araignée une fois la mouche pris dans son filet ne se gêne pour bien en profiter de vous dévorer,1,2
sinistre ouvert il y a un mois pour la toiture mais toujours pas prévu qu'il la repart j'ai une bâche en attendant qui fait un bruit monstre la nuit tjrs mon trou au plafond tjrs mes tuiles en moins de nouvelles fuites et surtout il fait froid dans la maison ils ont reçu le devis de l'artisan il y a deux semaines et après 15 jours de réflexion décident plutôt de faire intervenir un expert j'attends donc ce rdv mais dans combien de temps pour refaire un devis etc,1,2
fluidité des renseignement rapidité du traitement du dossier meilleur rapport qualité prix reste à l'écoute du client je recommande à ma famille,5,4
toujours trop chère une assurance - mais sinon je trouve vraiment pratique j'ai tout fais par téléphone mon frère ma parrainé et je suis pas déçue pour le moment,3,4
bonjour m daouda a été très aimable avec du professionalisme et beaucoup d'amabilité et gentillesse ii m a bien informé sur les questions que je lui ai posé bien cordialement,5,4
mécontent des prix qui augmentent tous les ans en 2016 400 en 2021 498 s'ils ne font pas un effort je partirai à la prochaine échéance ca fait plus de 25 d'augmentation en 5 ans mon salaire lui n'a pas pris 25,1,2
cet assureur est à déconseillé embrouille perpétuelles carte vert toujours érronnée remboursement après résiliation extremement long 1 mois voir plus conseillers à bout d'argumentation et impossibilité de communiquer aux responsables qui méprise leurs client franchement toutes les assurances du net sont vraiment que des fantomes quand les problèmes se corsent avec la clientèle,1,2
titulaire obligatoire d une assurance crédit a la caisse d epargne pour un prêt immobilier et étant dans l incapacité de travailler depuis deux ans je me pensais couvert par cette assurance apres deux ans de correspondance avec cette assurance a répondre a des questions de type administratif je me retrouve a devoir répondre sur des questions médicales du type date et nature du traitement suivi de octobre 2009 a mai 2016 nature des affections ayant motivé des arrets maladie de octobre 2009 a mai 2016 et encore plein de questions de ce type toute ces questions après deux ans d échange de courrier heureusement que je suis en couple et que ma femme travaille car si j avais du attendre l assurance cnp de mon crédit habitation je serai déjà a la rue il est évident que je ne percevrai jamais rien de cette assurance on m avait prévenu que pour faire valoir ses droits a l assurance crédit en cas de maladie il fallait avoir la foi etant en arrêt maladie depuis deux ans j avais le temps de répondre aux nombreux questionnaire de cnp mais vu la tournure des questions je repart pour deux ans de plus de correspondance j ai envoyé un courrier a ma banque en demandant de supprimer cette assurance ou alors changer d assureur j attends une réponse devrai je payer jusqu a mes 74 ans une assurance qui ne paiera jamais ou alors avec des années de retard,1,2
les prix sont bas pour les jeunes conducteurs avec peu de franchises et tout risques a voir dans le temps imbattables sur les prix ces sur bonne couuverture,4,3
je suis très satisfaite de vos services vos prix correspondent à mon budget merci très cordialement mes sincères salutations je suis contente de votre qualité de service et de la prestation de vos téléopérateurs qui informent et renseignent bien,5,4
encore merci à caroline pour son amabilité et ses conseils une personne à l'écoute professionnelle et rigolote qui saura répondre à vos question avec une forte sympathie,5,4
a fuir j'ai malencontreusement détérioré le gilet airbag d'une amie en l'approcheant trop prêt du pot d'échappement mais la maif a estimé que comme je détenai l'objet dans ma main ma responsabilité civile ne serait pas prise en charge pour un gilet a 400 balles merci c'est l'une de leur clauses qui jouent sur les mots afin de rembourser le moins possible en même temps il est difficile de détériorer ou endommager quelque chose sans le detenir heureusement que je n'ai pas eu un dégât des eaux ils m'aurait repondu que j'ai détenu le robinet qui a cassé,1,2
en attente pour pouvoir donner un vrai avis pour l'instant au téléphone j'ai bien était conseillé les prix sont attirants reste à voir si tout ceci sera toujours d'actualité dans les prochaines années,4,3
je suis depuis des années à la macif aujourd'hui vous êtes la honte de tous les organismes d'assurances sur le marché,1,2
si je pouvais mettre 0 étoile je l'aurai fais je déconseille vivement très mauvais rapport qualité prix et je ne parle pas du service sans doute la pire assurance possible,1,2
à l'occasion d'un changement de voiture filia-maif commence par facturer des frais qui ne sont pas dans le contrat elle est ok pour les ristourner suite à une réclamation de ma part mais émet ses prélèvements sans tenir compte de la ristourne je refuse donc un prélèvement et filia-maif a résilié tous mes contrats assureur soi-disant militant à éviter absolument car de mauvaise foi,2,1
globalement satisfaite par contre par du tout contente sur le non remboursement d injection de durolane non remboursé alors que ce type de mesure n est pas inscrit dans le contrat ce qui veut dire que les régles changent au bon vouloir de l assureur j ai porté une réclamation laisse lettre morte hormis le fait de dire que c est non,3,2
je suis vraiment très satisfait du service que vous proposez je recommande direct assurance et je suis prêt à parrainer un de mes proches lors de ses prochains achats en matière d'automobile ou d'immobilier,3,4
la maaf pour moi est égale à extorqueur donc je me présente pour souscrire une assurance habitation jusque la tous va bien au moment de signer il y a bien sur les feuilles sur le bureau et à la fin de la fil un contrat supplémentaire non demandé assurance tranquillité famille donc je demande la conseillère c'est quoi elle me répond que c'est la responsabilité civile elle me dit vous en aurez besoin si vous avez des enfants car il vont vous la demandez bon je lui fait confiance et je signe ayant un enfant à la crèche j'en ai besoin en rentrant chez moi je vérifie ce que c'est cette assurance et au final rien avoir donc les conseillers mente fond de la vente forcé et mensongère bref dans un an en-revoir la maaf et je ne ferais aucune pub pour bien au contraire a prés tous c'est peut être la politique de la maaf de garder leur client juste une année en les taxant au maximum en clair évité complètement cette assurance a part si vous aimés les menteurs,1,2
déjà assuré chez amv depuis 2015 pour un nouvel achat de moto je suis revenu naturellement sur ce site très pratique rapide et simple d'utilisation ras,5,4
au moment de changer de véhicule j'ai dû payer une majoration de mon contrat on m'a fait contracter une protection juridique que je n'ai pas demandée après contact on m'a assuré que je pouvais résilier mais pas possible au bout de quelques mois ce jour j'ai complètement résilié mon contrat donc la maif a changé et pas en bien,2,1
pas toujours satisfait car jamais reçu mon attestation 2021 sur mon honda accord assuré chez vous j aimerai que l attestation des assurances de l année suivante soit automatique au courrier merci,2,3
j'ai deux sinistres déclarés dans lesquels je ne suis pas responsable et je n'ai pas reçu de remboursements trop cher et service mauvais je ne conseillerais cet assureur à personne,1,2
bien servie par l assureur et par le courtier et bien compris,4,3
bonjour les informations d'emilie ont été très claires et très rapides donc je suis tout à fait satisfait de sa prestation avec mes meilleurs sentiments françois prêcheur adhérent 502456,3,4
je suis chez eux depuis 2012 et je suis satisfait de leur service,3,4
mauvaise assurance que je ne conseille à personne j'ai arrêté mon assurance fin août et je suis toujours en février 2021 prélevé c'est une honte vivement la fin de toutes mes assurances chez vous,1,2
un peu cher et franchise élevé sinon prestations optimales beaucoup de pubs peut etre diminuer les couts serait judicieux,1,2
très bon service quand on a les moyens de se l'offrir j'ai toujours eu la bonne surprise de la prise en charge intégrale ou quasi intégrale de mes frais médicaux particulièrement appréciable lorsque l'on a régulièrement besoin de spécialistes,3,4
en toute franchise cela fait un mois que j'ai un dégat des eaux et je n'obtiens rien mais rien j'appelle on me dit on va envoyer un plombier pour un devis avec une société qui se trouve à 200 km de chez moi 5 jours aprés toujours rien puis j'ai arrété moi même le fuite sinon les dégâts seraient énormes puis j'ai proposé d'avancé moi même dans les travaux car avec pacifica rien n'avance on me dit il faut un expert 3 jours après toujours rien en un mot je vais appeler mon assistance juridique pour voir ce que je peux faire contre mon assurance le but de pacifica est d'attendre d'attendre et d'attendre le seul point positif sophie de pacifica comprend notre détresse,2,1
le coût de la prime est assez élevé mais c'est logique par rapport aux remboursements des frais de santé j'ai beaucoup de problèmes avec ma connexion mot de passe incorrect même après vous avoir contacté pas de réponse à mes demandes de reconnexions,4,2
plateforme intuitive prix attractif j'ai connu cette assureur par le lynx et il m'a fais économiser plus de 600 sur mon ancien contrat de voiture je recommande,4,5
le service est satisfaisant et rapide le tarif est attrayant convient au petit budget service joignable à tout moment et cela répond à mes attentes,5,4
j'ai toujours été satisfait des services d'axa cependant étant dans le var ces deux dernières années j'ai subi deux inondations liées aux évènements climatiques j'ai payé mes franchises et j'ai reçu une augmentation de ma prime de presque 50 sans que l'on me prévienne de plus suite au coronavirus nos revenus ont baissé drastiquement vive la solidarité je suis en train d'hésiter de partir car à la concurrence même en déclarant ces deux sinistres nous sommes à quasiment la moitié du prix de ce que axa nous réclame pourtant je n'ai pas envie de partir,1,3
une augmentation du tarif annuel tres forte cette annee par rapport a 2020 je ne comprend pas vraiment cette hausse a voir lannee prochaine cordialement,3,2
satisfait des tarifs mais dommage de régler avant de finaliser le contrat trop long pour la carte verte malheureusement on le découvre trop tard dommage,3,4
je suis satisfait de service internet mais j'aurais aimé avoir un appel pour mieux expliquer le devis et le contrat j'espère que je ne verrai pas de surprise,5,4
je ne comprends pas pourquoi je paye plus cher qu l'année dernière on est pas censée payer moins cher justement avec le bonus gagné chaque année sincèrement c'est pour moi la dernière que je vous donne mon argent je préfère de loin payer plus cher ailleurs et être prise en charge correctement plutôt que de rester chez vous où tout est fait à distance et vous ne prenez même pas en charge les incidents ou vols les plus bénins dont on est parfois victimes en plus pour une année covid où l'on a beaucoup moins utilisé nos véhicule vous ne faites même un effort financier vous prenez plus que d'habitude,1,2
les prix me conviennent prix quasiment divisé par 2 par rapport à mon assurance précédente avec plus d'options tiers étendu contre tous risques ici,5,3
oh combien je plains les malheureux sinistrés de la région des alpes maritimes ayant subit un simple cambriolage sans parler de ceux qui ont été touchés dans la vallée de la vésubie ou de la roya il va leur falloir avoir une immense patience en ce qui me concerne j'ai été cambriolé fin octobre alors que j'étais en vacances en corse et après avoir communiqué tous les documents réclamés par le service sinistre qui a bien cherché à reculer le plus possible le moment de l'indemnisation en réclamant des informations qui n'étaient pas forcément nécessaires comme le numéro d'immatriculation des véhicules dont les doubles de clés avaient été dérobées pas les véhicules qu'ils assurent et dont ils ont les immatriculations non juste des clés cela fait donc déjà bientôt 2 mois et malgré mes messages sur le site via la messagerie interne je n'ai à ce jour toujours aucunes nouvelles j'ai demandé un rendez-vous avec le directeur de mon agence et en fonction du résultat de cette rencontre j'actionnerais la voie judiciaire ou pas je vous tiendrais informés,1,2
je suis très satisfaite du service client de l'écoute de la rapidité et des prix plus bas par rapport à mon ancienne assurance je recommande l'olivier assurance,1,5
bonjour je suis chez vous depuis 20219 je n'ai eu aucun sinistre et ma cotisation est passée de 790 à 904 annuelle en 2 ans avec le covid je croyais que les assurances avaient gagnées de l'argent du fait que les véhicules aient moins été accidentés je ne comprends pas cette hausse,1,2
je suis satisfais du services bon rapport qualité prix accessibles a toutes les bourse je recommence fortement direct assurances rapide éfficace sans prendre de rdv,3,5
service client compliqué demande de retour de police faite il y a cela maintenant 3 mois après un mois sans aucune nouvelle et après avoir adressé les documents aucune nouvelle pas d'accusé de réception la première fois on me dit que mes documents ont été a priori bien été reçus que je devrais recevoir un courrier et que cela va prendre un mois de délai le courrier n'arrivant pas je fais des appels répétés de relance toutes les semaines et là on m'annonce deux mois de délai pour finalement au bout de 2 mois m'annoncer un délai de trois mois ce jour étant maintenant à 3 mois nouvel appel de ma part une personne très aimable me répond qu'elle ne sait pas où en est mon dossier et qu'elle transmet ma demande et qu'elle ne peut pas m'en dire plus je lui demande si elle a une trace de mes appels précédents elle me répond que non je lui demande si je peux avoir un interlocuteur qui serait plus à même de me renseigner et là encore ce n'est pas possible je trouve cela assez inhumain je ne comprends pas comment on peut laisser les personnes comme cela dans l'attente,2,1
je suis dégoutée par cette assurance 35 ans de fidelité pour rien ma maison a été sinistrée par la sécheresse et depuis juin 2019 je me bats pour être indemnisée son expert a préconisé une reprise en sous oeuvre mais la matmut refuse et a commandé juste un agrafage des fissures en sachant très bien que ca ne tiendra pas et que ca ne va pas suffire pour empecher ma maison de s'affaisser davantage,3,1
